Response,Income
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Redistribute,>75K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,<30K
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,Mid
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
Don't,>75K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,<30K
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,Mid
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
DK,>75K
